,PROC_NUM,PARCEL_NO,ADDRESS,DATE,CONST_COST,ADMIN_COST,CAT_CODE,UNITS_VAL,PED_ORIENTED,LAND USE,UNITS
66,M2019006069-0,131250100130,42 NE 25 ST,6/18/2019,245410.97,4908.21,150-00,1372,0,Warehousing,sq. ft.
845,M2019006069-0,131250100130,42 NE 25 ST,6/18/2019,245410.97,4908.21,820-01,453,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
65,M2019006069-0,131250100130,42 NE 25 ST,6/18/2019,245410.97,4908.21,150-00,-453,0,Warehousing,sq. ft.
597,M2019006069-0,131250100130,42 NE 25 ST,6/18/2019,245410.97,4908.21,710-00,-1150,0,General Office Building,sq. ft.
598,M2019006069-0,131250100130,42 NE 25 ST,6/18/2019,245410.97,4908.21,710-00,-1150,0,"General Office Building [1-50,000]",sq. ft.
67,M2019006069-0,131250100130,42 NE 25 ST,6/18/2019,245410.97,4908.21,150-00,-5845,0,Warehousing,sq. ft.
1174,M2019011573-0,131250100170,55 NE 24 ST,4/17/2019,77837.06,1556.74,932-00,1807,0,High Turnover Rest.,sq. ft.
63,M2019011573-0,131250100170,55 NE 24 ST,4/17/2019,77837.06,1556.74,150-00,-1807,0,Warehousing,sq. ft.
813,M2019010564-0,131250130010,2201 N MIAMI AVE,4/17/2019,1803400.74,36068.02,710-01,53465,0,"General Office Building [50,001 -100,000]",sq. ft.
836,M2019010564-0,131250130010,2201 N MIAMI AVE,4/17/2019,1803400.74,36068.02,820-01,24839,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
1242,M2019010564-0,131250130010,2201 N MIAMI AVE,4/17/2019,1803400.74,36068.02,222-00,257,0,High-Rise Apart or Condo over 3 floors,unit
208,M2019010564-0,131250130010,2201 N MIAMI AVE,4/17/2019,1803400.74,36068.02,820-00,-9163,0,Shopping Center/General Retail,sq. ft.
209,M2019010564-0,131250130010,2201 N MIAMI AVE,4/17/2019,1803400.74,36068.02,820-00,-9163,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
242,M2019010103-0,131250170010,2319 N MIAMI AVE,5/29/2019,26646.52,532.93,820-00,1542,0,Shopping Center/General Retail,sq. ft.
243,M2019010103-0,131250170010,2319 N MIAMI AVE,5/29/2019,26646.52,532.93,820-00,1542,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
583,M2020001187-0,131250191440,25 NW 34 ST,10/25/2019,48431.24,968.62,710-00,4838,0,General Office Building,sq. ft.
584,M2020001187-0,131250191440,25 NW 34 ST,10/25/2019,48431.24,968.62,710-00,4838,0,"General Office Building [1-50,000]",sq. ft.
57,M2020001187-0,131250191440,25 NW 34 ST,10/25/2019,48431.24,968.62,150-00,-4838,0,Warehousing,sq. ft.
591,M2020004311-0,131250192190,30 NW 34 ST,12/11/2019,4397.69,87.95,710-00,298,0,General Office Building,sq. ft.
592,M2020004311-0,131250192190,30 NW 34 ST,12/11/2019,4397.69,87.95,710-00,298,0,"General Office Building [1-50,000]",sq. ft.
3483,M2017011936-0,131250243040,2838 NW 2 AVE,6/25/2019,403517.82,8070.36,820-02,50201,0,"Shopping Center/General Retail [50,001 -100,000]",sq. ft.
1194,M2017011936-0,131250243040,2838 NW 2 AVE,6/25/2019,403517.82,8070.36,932-00,6866,0,High Turnover Rest.,sq. ft.
82,M2017011936-0,131250243040,2838 NW 2 AVE,6/25/2019,403517.82,8070.36,150-00,-37478,0,Warehousing,sq. ft.
244,M2019017213-0,131250250360,519 NW 26 ST,7/16/2019,6430,128.6,820-00,507,0,Shopping Center/General Retail,sq. ft.
245,M2019017213-0,131250250360,519 NW 26 ST,7/16/2019,6430,128.6,820-00,507,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
68,M2019017213-0,131250250360,519 NW 26 ST,7/16/2019,6430,128.6,150-00,-507,0,Warehousing,sq. ft.
1674,M2019006922-0,131250260150,661 NW 31 TER,2/1/2019,0,0,210-00,1,0,Single Family Detached,unit
1673,M2019006922-0,131250260150,661 NW 31 TER,2/1/2019,0,0,210-00,-1,0,Single Family Detached,unit
3471,M2019008535-0,131250270060,3100 N MIAMI AVE,2/27/2019,25594.44,511.89,630-00,2121,0,Clinic,sq. ft.
212,M2019008535-0,131250270060,3100 N MIAMI AVE,2/27/2019,25594.44,511.89,820-00,-2121,0,Shopping Center/General Retail,sq. ft.
213,M2019008535-0,131250270060,3100 N MIAMI AVE,2/27/2019,25594.44,511.89,820-00,-2121,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1671,M2019008321-0,131250280250,120 NW 31 ST,3/4/2019,0,0,210-00,1,0,Single Family Detached,unit
1672,M2019008321-0,131250280250,120 NW 31 ST,3/4/2019,0,0,210-00,-1,0,Single Family Detached,unit
1171,M2019013908-0,131250281090,2808 N MIAMI AVE,8/7/2019,40941.49,818.84,932-00,3161,0,High Turnover Rest.,sq. ft.
230,M2019013908-0,131250281090,2808 N MIAMI AVE,8/7/2019,40941.49,818.84,820-00,-1311,0,Shopping Center/General Retail,sq. ft.
231,M2019013908-0,131250281090,2808 N MIAMI AVE,8/7/2019,40941.49,818.84,820-00,-1311,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1172,M2019013908-0,131250281090,2808 N MIAMI AVE,8/7/2019,40941.49,818.84,932-00,-1827,0,High Turnover Rest.,sq. ft.
1158,M2020003803-0,131250290151,51 NW 26 ST,12/6/2019,69185.52,1383.71,932-00,1928,0,High Turnover Rest.,sq. ft.
839,M2020003803-0,131250290151,51 NW 26 ST,12/6/2019,69185.52,1383.71,820-01,-1928,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
589,M2020000906-0,131250290600,148 NW 28 ST,10/18/2019,4448.53,88.97,710-00,2025,0,General Office Building,sq. ft.
590,M2020000906-0,131250290600,148 NW 28 ST,10/18/2019,4448.53,88.97,710-00,2025,0,"General Office Building [1-50,000]",sq. ft.
1299,M2020000906-0,131250290600,148 NW 28 ST,10/18/2019,4448.53,88.97,220-00,-4,0,Apartment (Rentals),unit
585,M2019008524-0,131250290650,2734 NW 1 AVE,8/12/2019,119307.81,2386.15,710-00,4373,0,General Office Building,sq. ft.
586,M2019008524-0,131250290650,2734 NW 1 AVE,8/12/2019,119307.81,2386.15,710-00,4373,0,"General Office Building [1-50,000]",sq. ft.
214,M2019008524-0,131250290650,2734 NW 1 AVE,8/12/2019,119307.81,2386.15,820-00,4302,0,Shopping Center/General Retail,sq. ft.
215,M2019008524-0,131250290650,2734 NW 1 AVE,8/12/2019,119307.81,2386.15,820-00,4302,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1675,M2019008524-0,131250290650,2734 NW 1 AVE,8/12/2019,119307.81,2386.15,210-00,-2,0,Single Family Detached,unit
1165,M2020004213-0,131250290970,162 NW 26 ST,12/10/2019,53087.66,1061.75,932-00,1692,0,High Turnover Rest.,sq. ft.
224,M2020004213-0,131250290970,162 NW 26 ST,12/10/2019,53087.66,1061.75,820-00,-1692,0,Shopping Center/General Retail,sq. ft.
225,M2020004213-0,131250290970,162 NW 26 ST,12/10/2019,53087.66,1061.75,820-00,-1692,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1166,M2019014409-0,131250291050,167 NW 25 ST,8/26/2019,38173.42,763.46,932-00,1256,0,High Turnover Rest.,sq. ft.
226,M2019014409-0,131250291050,167 NW 25 ST,8/26/2019,38173.42,763.46,820-00,-1256,0,Shopping Center/General Retail,sq. ft.
227,M2019014409-0,131250291050,167 NW 25 ST,8/26/2019,38173.42,763.46,820-00,-1256,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1164,M2019011911-0,131250291260,97 NW 25 ST UNIT 102,4/29/2019,45616.74,912.33,932-00,1059,0,High Turnover Rest.,sq. ft.
61,M2019011911-0,131250291260,97 NW 25 ST UNIT 102,4/29/2019,45616.74,912.33,150-00,-1059,0,Warehousing,sq. ft.
238,M2019021741-0,131250300110,222 NW 26 ST,10/3/2019,11505.72,230.11,820-00,1235,0,Shopping Center/General Retail,sq. ft.
239,M2019021741-0,131250300110,222 NW 26 ST,10/3/2019,11505.72,230.11,820-00,1235,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
234,M2019011988-0,131250320170,300 NW 26 ST,4/25/2019,88173.26,1763.46,820-00,6418,0,Shopping Center/General Retail,sq. ft.
235,M2019011988-0,131250320170,300 NW 26 ST,4/25/2019,88173.26,1763.46,820-00,6418,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
493,M2019011988-0,131250320170,300 NW 26 ST,4/25/2019,88173.26,1763.46,140-00,-6418,0,Manufacturing,sq. ft.
1180,M2019007590-0,131250320250,2660 NW 3 AVE,2/28/2019,277638.63,5552.77,932-00,9135,0,High Turnover Rest.,sq. ft.
240,M2019007590-0,131250320250,2660 NW 3 AVE,2/28/2019,277638.63,5552.77,820-00,-9135,0,Shopping Center/General Retail,sq. ft.
241,M2019007590-0,131250320250,2660 NW 3 AVE,2/28/2019,277638.63,5552.77,820-00,-9135,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1173,M2019020327-0,131250320390,415 NW 26 ST,9/5/2019,113395.7,2267.91,932-00,3731,0,High Turnover Rest.,sq. ft.
232,M2019020327-0,131250320390,415 NW 26 ST,9/5/2019,113395.7,2267.91,820-00,-3731,0,Shopping Center/General Retail,sq. ft.
233,M2019020327-0,131250320390,415 NW 26 ST,9/5/2019,113395.7,2267.91,820-00,-3731,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
847,M2018009609-0,131250330280,310 NW 25 ST,2/1/2019,296829.18,5936.59,820-01,15426,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
1179,M2018009609-0,131250330280,310 NW 25 ST,2/1/2019,296829.18,5936.59,932-00,4540,0,High Turnover Rest.,sq. ft.
3806,M2018009609-0,131250330280,310 NW 25 ST,2/1/2019,296829.18,5936.59,560-00,-19891,0,Church/Synagogue,sq. ft.
1176,M2018009610-0,131250330300,282 NW 25 ST,1/23/2019,160706.73,3214.14,932-00,3853,0,High Turnover Rest.,sq. ft.
64,M2018009610-0,131250330300,282 NW 25 ST,1/23/2019,160706.73,3214.14,150-00,-3853,0,Warehousing,sq. ft.
1169,M2018015673-0,131250340150,347 NW 24 ST,3/29/2019,153782.97,3075.66,932-00,3687,0,High Turnover Rest.,sq. ft.
62,M2018015673-0,131250340150,347 NW 24 ST,3/29/2019,153782.97,3075.66,150-00,-3687,0,Warehousing,sq. ft.
1156,M2019007823-0,131250340460,222 NW 24 ST,8/21/2019,11306.14,226.12,932-00,372,0,High Turnover Rest.,sq. ft.
216,M2019007823-0,131250340460,222 NW 24 ST,8/21/2019,11306.14,226.12,820-00,-372,0,Shopping Center/General Retail,sq. ft.
217,M2019007823-0,131250340460,222 NW 24 ST,8/21/2019,11306.14,226.12,820-00,-372,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
593,M2018000446-0,131250350660,545 NW 22 ST,3/25/2019,39773.97,795.47,710-00,8844,0,General Office Building,sq. ft.
594,M2018000446-0,131250350660,545 NW 22 ST,3/25/2019,39773.97,795.47,710-00,8844,0,"General Office Building [1-50,000]",sq. ft.
58,M2018000446-0,131250350660,545 NW 22 ST,3/25/2019,39773.97,795.47,150-00,-4236,0,Warehousing,sq. ft.
587,M2018000446-0,131250350660,545 NW 22 ST,3/25/2019,39773.97,795.47,710-00,-4608,0,General Office Building,sq. ft.
588,M2018000446-0,131250350660,545 NW 22 ST,3/25/2019,39773.97,795.47,710-00,-4608,0,"General Office Building [1-50,000]",sq. ft.
1161,M2019014885-0,131250360110,100 NW 25 ST UNIT 104,7/11/2019,114978.93,2299.58,932-00,3070,0,High Turnover Rest.,sq. ft.
841,M2019014885-0,131250360110,100 NW 25 ST UNIT 104,7/11/2019,114978.93,2299.58,820-01,-2430,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
3754,M2020001424-0,131250370190,151 NW 24 ST #101,10/29/2019,10492.27,209.85,932-01,12,0,High turnover Rest/Seats,seats
595,M2020001424-0,131250370190,151 NW 24 ST #101,10/29/2019,10492.27,209.85,710-00,-509,0,General Office Building,sq. ft.
596,M2020001424-0,131250370190,151 NW 24 ST #101,10/29/2019,10492.27,209.85,710-00,-509,0,"General Office Building [1-50,000]",sq. ft.
1167,M2019007703-0,131250370440,130 NW 24 ST,2/14/2019,177275.33,3545.51,932-00,4017,0,High Turnover Rest.,sq. ft.
492,M2019007703-0,131250370440,130 NW 24 ST,2/14/2019,177275.33,3545.51,140-00,-4017,0,Manufacturing,sq. ft.
1157,M2019004385-0,131250370480,170 NW 24 ST,1/22/2019,26958.46,539.16,932-00,887,0,High Turnover Rest.,sq. ft.
218,M2019004385-0,131250370480,170 NW 24 ST,1/22/2019,26958.46,539.16,820-00,-887,0,Shopping Center/General Retail,sq. ft.
219,M2019004385-0,131250370480,170 NW 24 ST,1/22/2019,26958.46,539.16,820-00,-887,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1159,M2019009249-0,131250380170,169 NW 23 ST,3/11/2019,12310.49,246.2,932-00,1625,0,High Turnover Rest.,sq. ft.
59,M2019009249-0,131250380170,169 NW 23 ST,3/11/2019,12310.49,246.2,150-00,413,0,Warehousing,sq. ft.
3755,M2019009249-0,131250380170,169 NW 23 ST,3/11/2019,12310.49,246.2,932-01,-41,0,High turnover Rest/Seats,seats
60,M2019009249-0,131250380170,169 NW 23 ST,3/11/2019,12310.49,246.2,150-00,-1625,0,Warehousing,sq. ft.
581,M2019011430-0,131250390010,2200 NW 2 AVE,4/17/2019,39195.12,783.9,710-00,4042,0,General Office Building,sq. ft.
582,M2019011430-0,131250390010,2200 NW 2 AVE,4/17/2019,39195.12,783.9,710-00,4042,0,"General Office Building [1-50,000]",sq. ft.
601,M2019011805-0,131250390010,2200 NW 2 AVE,5/15/2019,26433.92,528.67,710-00,2726,0,General Office Building,sq. ft.
602,M2019011805-0,131250390010,2200 NW 2 AVE,5/15/2019,26433.92,528.67,710-00,2726,0,"General Office Building [1-50,000]",sq. ft.
71,M2019011805-0,131250390010,2200 NW 2 AVE,5/15/2019,26433.92,528.67,150-00,-2726,0,Warehousing,sq. ft.
56,M2019011430-0,131250390010,2200 NW 2 AVE,4/17/2019,39195.12,783.9,150-00,-4042,0,Warehousing,sq. ft.
210,M2019019050-0,131250480110,2217 NW MIAMI CT,10/30/2019,1996773.71,39935.48,820-00,8662,0,Shopping Center/General Retail,sq. ft.
211,M2019019050-0,131250480110,2217 NW MIAMI CT,10/30/2019,1996773.71,39935.48,820-00,8662,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1155,M2019019050-0,131250480110,2217 NW MIAMI CT,10/30/2019,1996773.71,39935.48,932-00,2553,0,High Turnover Rest.,sq. ft.
3785,M2019019050-0,131250480110,2217 NW MIAMI CT,10/30/2019,1996773.71,39935.48,310-00,217,0,Hotel,room
491,M2019019050-0,131250480110,2217 NW MIAMI CT,10/30/2019,1996773.71,39935.48,140-00,-13760,0,Manufacturing,sq. ft.
1298,M2019010653-0,131250481280,1646 NW 1 PL,8/2/2019,6159.58,123.19,220-00,1,0,Apartment (Rentals),unit
1178,M2019011731-0,131250510060,2107 NW 2 AVE,4/19/2019,37715.14,754.3,932-00,1085,0,High Turnover Rest.,sq. ft.
846,M2019011731-0,131250510060,2107 NW 2 AVE,4/19/2019,37715.14,754.3,820-01,-1085,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
1168,M2019008897-0,131250540150,2235 NW 2 AVE,3/14/2019,70807.12,1416.14,932-00,2037,0,High Turnover Rest.,sq. ft.
1175,M2020001425-0,131250540150,2243 NW 2 AVE,10/24/2019,30394.27,607.88,932-00,847,0,High Turnover Rest.,sq. ft.
843,M2020001425-0,131250540150,2243 NW 2 AVE,10/24/2019,30394.27,607.88,820-01,-847,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
842,M2019008897-0,131250540150,2235 NW 2 AVE,3/14/2019,70807.12,1416.14,820-01,-2037,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
1163,M2019015602-0,131250830001,2700 N MAMI AV,9/10/2019,25712.35,514.24,932-00,846,0,High Turnover Rest.,sq. ft.
222,M2019015602-0,131250830001,2700 N MAMI AV,9/10/2019,25712.35,514.24,820-00,-846,0,Shopping Center/General Retail,sq. ft.
223,M2019015602-0,131250830001,2700 N MAMI AV,9/10/2019,25712.35,514.24,820-00,-846,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
1160,M2019015665-0,131250880001,834 S MIAMI CU,6/21/2019,22003.39,440.06,932-00,633,0,High Turnover Rest.,sq. ft.
3756,M2019008796-0,131250880001,3401 NE 1 AVE,4/5/2019,15853.46,317.07,932-01,14,0,High turnover Rest/Seats,seats
220,M2019008796-0,131250880001,3401 NE 1 AVE,4/5/2019,15853.46,317.07,820-00,-260,0,Shopping Center/General Retail,sq. ft.
221,M2019008796-0,131250880001,3401 NE 1 AVE,4/5/2019,15853.46,317.07,820-00,-260,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
840,M2019015665-0,131250880001,834 S MIAMI CU,6/21/2019,22003.39,440.06,820-01,-633,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
773,M2019018108-0,131250884650,3401 NE 1 AVE CU,8/5/2019,18267.25,365.34,720-00,909,0,Medical Office Building,sq. ft.
837,M2019018108-0,131250884650,3401 NE 1 AVE CU,8/5/2019,18267.25,365.34,820-01,-909,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
909,M2019014393-0,131260200440,1492 NW 27 ST,6/10/2019,1969.71,39.39,231-00,2,0,Duplex,unit
1677,M2019014393-0,131260200440,1492 NW 27 ST,6/10/2019,1969.71,39.39,210-00,-1,0,Single Family Detached,unit
910,M2019004853-0,131260300260,3406 NW 9 CT,1/4/2019,1969.71,39.39,231-00,2,0,Duplex,unit
1678,M2019004853-0,131260300260,3406 NW 9 CT,1/4/2019,1969.71,39.39,210-00,-1,0,Single Family Detached,unit
913,M2019014295-0,131260310050,3501 NW 11 CT,6/4/2019,1969.71,39.39,231-00,2,0,Duplex,unit
1679,M2019014295-0,131260310050,3501 NW 11 CT,6/4/2019,1969.71,39.39,210-00,-1,0,Single Family Detached,unit
3758,M2018018274-0,131260370250,3333 NW 17 AVE,12/19/2019,36407.64,728.15,932-01,38,0,High turnover Rest/Seats,seats
252,M2018018274-0,131260370250,3333 NW 17 AVE,12/19/2019,36407.64,728.15,820-00,-1020,0,Shopping Center/General Retail,sq. ft.
253,M2018018274-0,131260370250,3333 NW 17 AVE,12/19/2019,36407.64,728.15,820-00,-1020,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
254,M2019014465-0,131260391880,1260 NW 29 ST UNIT 103,6/3/2019,15950.32,319,820-00,1161,0,Shopping Center/General Retail,sq. ft.
255,M2019014465-0,131260391880,1260 NW 29 ST UNIT 103,6/3/2019,15950.32,319,820-00,1161,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
494,M2019014465-0,131260391880,1260 NW 29 ST UNIT 103,6/3/2019,15950.32,319,140-00,-1161,0,Manufacturing,sq. ft.
1300,M2019020606-0,131260392850,1373 NW 35 ST,9/24/2019,0,492.77,220-00,4,0,Apartment (Rentals),unit
1243,M2019020324-0,131260392870,1396 NW 36 ST,9/24/2019,0,17882.7,222-00,267,0,High-Rise Apart or Condo over 3 floors,unit
914,M2019020324-0,131260392870,1396 NW 36 ST,9/24/2019,0,17882.7,231-00,-2,0,Duplex,unit
248,M2019020324-0,131260392870,1396 NW 36 ST,9/24/2019,0,17882.7,820-00,-134,0,Shopping Center/General Retail,sq. ft.
249,M2019020324-0,131260392870,1396 NW 36 ST,9/24/2019,0,17882.7,820-00,-134,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
250,M2019020324-0,131260392870,1396 NW 36 ST,9/24/2019,0,17882.7,820-00,-2818,0,Shopping Center/General Retail,sq. ft.
251,M2019020324-0,131260392870,1396 NW 36 ST,9/24/2019,0,17882.7,820-00,-2818,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
246,M2019020324-0,131260392870,1396 NW 36 ST,9/24/2019,0,17882.7,820-00,-4166,0,Shopping Center/General Retail,sq. ft.
247,M2019020324-0,131260392870,1396 NW 36 ST,9/24/2019,0,17882.7,820-00,-4166,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
912,M2019018172-0,131260510405,1050 NW 27 ST,8/1/2019,10742.16,214.84,231-00,2,0,Duplex,unit
1676,M2019006353-0,131260510485,1039 NW 26 ST,7/24/2019,8772.45,175.45,210-00,1,0,Single Family Detached,unit
911,M2019015826-0,131260510730,1175 NW 26 ST,6/27/2019,1969.71,39.39,231-00,2,0,Duplex,unit
1680,M2019015826-0,131260510730,1175 NW 26 ST,6/27/2019,1969.71,39.39,210-00,-1,0,Single Family Detached,unit
848,B199603371-0,131260750010,1695 NW 20 ST,8/8/2019,4087.64,81.75,820-01,14667,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
72,B199603371-0,131260750010,1695 NW 20 ST,8/8/2019,4087.64,81.75,150-00,-19477,0,Warehousing,sq. ft.
1301,M2019016030-0,131270150190,2320 NW 26 ST,7/15/2019,76280.42,1525.61,220-00,15,0,Apartment (Rentals),unit
919,M2019016030-0,131270150190,2320 NW 26 ST,7/15/2019,76280.42,1525.61,231-00,-3,0,Duplex,unit
849,B19990016966-0,131270161210,2905 NW 27 AVE,12/4/2019,6725.49,134.51,820-01,10118,0,"Shopping Center/General Retail [10,001 -50,000]",sq. ft.
495,B19990016966-0,131270161210,2905 NW 27 AVE,12/4/2019,6725.49,134.51,140-00,-10118,0,Manufacturing,sq. ft.
915,M2019005590-0,131270170080,2138 NW 26 ST,1/10/2019,1969.71,39.39,231-00,2,0,Duplex,unit
1681,M2019005590-0,131270170080,2138 NW 26 ST,1/10/2019,1969.71,39.39,210-00,-1,0,Single Family Detached,unit
917,M2019009394-0,131270280840,2330 NW 32 ST,3/12/2019,0,0,231-00,2,0,Duplex,unit
916,M2019009394-0,131270280840,2330 NW 32 ST,3/12/2019,0,0,231-00,-2,0,Duplex,unit
918,M2019012839-0,131270380190,1873 NW 26 ST,6/19/2019,1969.71,39.39,231-00,2,0,Duplex,unit
1682,M2019012839-0,131270380190,1873 NW 26 ST,6/19/2019,1969.71,39.39,210-00,-1,0,Single Family Detached,unit
73,M2019010136-0,131270461820,2155 NW 27 AVE,4/11/2019,3232.42,64.65,150-00,703,0,Warehousing,sq. ft.
1420,M2019008568-0,131270490510,2225 NW 27 AVE,3/15/2019,87699.25,1753.98,853-00,1575,0,Convenience market with Gasoline,sq. ft.
1181,M2018010751-0,131270570051,3100 NW 17 AVE,9/30/2019,18216.63,364.33,932-00,619,0,High Turnover Rest.,sq. ft.
256,M2018010751-0,131270570051,3100 NW 17 AVE,9/30/2019,18216.63,364.33,820-00,-619,0,Shopping Center/General Retail,sq. ft.
257,M2018010751-0,131270570051,3100 NW 17 AVE,9/30/2019,18216.63,364.33,820-00,-619,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
3786,M2019011847-0,131310300010,777 NW 57 AVE,5/29/2019,16351.32,327.03,310-00,2,0,Hotel,room
3862,M2019015019-0,131320270010,1201 NW 42 AVE,6/11/2019,5718.94,114.38,311-00,1,0,All Suites Hotel,room
3830,M2019015582-0,131320460010,850 NW 42 AVE,7/11/2019,14383.56,287.67,710-02,1384,0,"General Office Building [100,001-150,000]",sq. ft.
3829,M2019015580-0,131320460010,850 NW 42 AVE,7/11/2019,14134.14,282.68,710-02,1360,0,"General Office Building [100,001-150,000]",sq. ft.
920,M2019014687-0,131330220570,3070 NW 14 ST,6/19/2019,0,0,231-00,2,0,Duplex,unit
922,M2019014687-0,131330220570,3070 NW 14 ST,6/19/2019,0,0,231-00,-2,0,Duplex,unit
921,M2019009859-0,131330240230,3030 NW 17 ST,3/25/2019,1969.71,39.39,231-00,2,0,Duplex,unit
1683,M2019009859-0,131330240230,3030 NW 17 ST,3/25/2019,1969.71,39.39,210-00,-1,0,Single Family Detached,unit
603,M2019004091-0,131340170070,1791 NW N RIVER DR,3/20/2019,11521.77,230.44,710-00,806,0,General Office Building,sq. ft.
604,M2019004091-0,131340170070,1791 NW N RIVER DR,3/20/2019,11521.77,230.44,710-00,806,0,"General Office Building [1-50,000]",sq. ft.
923,M2019005516-0,131340210010,1901 NW 22 AVE,2/1/2019,1969.71,39.39,231-00,2,0,Duplex,unit
1685,M2019005516-0,131340210010,1901 NW 22 AVE,2/1/2019,1969.71,39.39,210-00,-1,0,Single Family Detached,unit
924,M2020002968-0,131340280050,1968 NW 22 PL,11/20/2019,0,0,231-00,2,0,Duplex,unit
925,M2020002968-0,131340280050,1968 NW 22 PL,11/20/2019,0,0,231-00,-2,0,Duplex,unit
